id,stockid_i,stockid_j,date1,time1,lnA_B,lnA_BsubC,lnA_BaddC,close_1,close_2,pearson_,norm_,avg_,stdev_,sample,commission,norm_num,open_,close_,clsoe_stats,values
74,GBPAUD15.csv,GBPSGD15.csv,2015.10.02,22:45,-0.008937270385476426,-0.008477348012264407,-0.00939698132733724,2.15543,2.17478,,,,,100,0.001,0.9,0,0,0,0
75,GBPAUD15.csv,GBPSGD15.csv,2015.10.02,23:00,-0.008924176515400783,-0.008464211832578394,-0.009383929727978857,2.15526,2.17458,,,,,100,0.001,0.9,0,0,0,0
76,GBPAUD15.csv,GBPSGD15.csv,2015.10.02,23:15,-0.01010983188494785,-0.009649575053515602,-0.010569876977479797,2.15134,2.1732,,,,,100,0.001,0.9,0,0,0,0
77,GBPAUD15.csv,GBPSGD15.csv,2015.10.02,23:30,-0.0099560825445969,-0.009495842659449028,-0.010416110706432669,2.15175,2.17328,,,,,100,0.001,0.9,0,0,0,0
78,GBPAUD15.csv,GBPSGD15.csv,2015.10.02,23:45,-0.007956461861852504,-0.007496141470737738,-0.00841657045559574,2.15568,2.1729,,,,,100,0.001,0.9,0,0,0,0
79,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,00:00,-0.009218189013114886,-0.008757910997072127,-0.009678255270769598,2.15316,2.1731,,,,,100,0.001,0.9,0,0,0,0
80,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,00:15,-0.009521525262029429,-0.009061179442126033,-0.009981659261165898,2.15219,2.17278,,,,,100,0.001,0.9,0,0,0,0
81,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,00:30,-0.01012012603830692,-0.009660034379934013,-0.010580006109691342,2.15209,2.17398,,,,,100,0.001,0.9,0,0,0,0
82,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,00:45,-0.009852113986747013,-0.00939130572090896,-0.010312710006128434,2.14932,2.1706,,,,,100,0.001,0.9,0,0,0,0
83,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,01:00,-0.010027304726932695,-0.009566570769601546,-0.010487826506238362,2.14929,2.17095,,,,,100,0.001,0.9,0,0,0,0
84,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,01:15,-0.00964072453450504,-0.009180234565048906,-0.0101010025505478,2.15126,2.1721,,,,,100,0.001,0.9,0,0,0,0
85,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,01:30,-0.009374505285491774,-0.008914305642768405,-0.009834493241918096,2.15319,2.17347,,,,,100,0.001,0.9,0,0,0,0
86,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,01:45,-0.009185679184694151,-0.008725401168651392,-0.009645745442348863,2.15323,2.1731,,,,,100,0.001,0.9,0,0,0,0
87,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,02:00,-0.009739623850363976,-0.009279511022583287,-0.01019952507168942,2.15281,2.17388,,,,,100,0.001,0.9,0,0,0,0
88,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,02:15,-0.009256842226908812,-0.008796490049369221,-0.009716982577832045,2.15273,2.17275,,,,,100,0.001,0.9,0,0,0,0
89,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,02:30,-0.008744371105348647,-0.008284347175992246,-0.009204183509992192,2.15537,2.1743,,,,,100,0.001,0.9,0,0,0,0
90,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,02:45,-0.008751436252461775,-0.008291285314837582,-0.009211375548583867,2.15476,2.1737,,,,,100,0.001,0.9,0,0,0,0
91,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,03:00,-0.007841873457059778,-0.00738174369235034,-0.008301791599738872,2.15682,2.1738,,,,,100,0.001,0.9,0,0,0,0
92,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,03:15,-0.009018560137412868,-0.008558515044880921,-0.009478393685773745,2.15468,2.1742,,,,,100,0.001,0.9,0,0,0,0
93,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,03:30,-0.009164951321631976,-0.008705244606415308,-0.009624446803686237,2.15595,2.1758,,,,,100,0.001,0.9,0,0,0,0
94,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,03:45,-0.0094731427589686,-0.009013562806948316,-0.009932511594277993,2.15588,2.1764,,,,,100,0.001,0.9,0,0,0,0
95,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,04:00,-0.010871304400982051,-0.010411682202331352,-0.011330715444115236,2.15267,2.1762,,,,,100,0.001,0.9,0,0,0,0
96,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,04:15,-0.011339027244019029,-0.010879468412401727,-0.0117983749783247,2.15196,2.1765,,,,,100,0.001,0.9,0,0,0,0
97,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,04:30,-0.012058636728752736,-0.011599288994447177,-0.012517773559591716,2.1514,2.1775,,,,,100,0.001,0.9,0,0,0,0
98,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,04:45,-0.012631202212461501,-0.012171997913587362,-0.013090195739531185,2.15084,2.17818,,,,,100,0.001,0.9,0,0,0,0
99,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,05:00,-0.01283695686693942,-0.012377545823806235,-0.01329615694848052,2.14943,2.1772,,,,,100,0.001,0.9,0,0,0,0
100,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,05:15,-0.013050213398700605,-0.012590992229719378,-0.013509223780394097,2.14986,2.1781,0.7843218200311661,0.000510319920414,-0.008430955005893295,0.001406263426046963,100,0.001,0.9,0,0,0,0
101,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,05:30,-0.013015949656017267,-0.01255662513057687,-0.013475063299297596,2.14945,2.17761,0.7526987772753001,0.00108046475305,-0.008475989503614058,0.001480176864209228,100,0.001,0.9,0,0,0,0
102,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,05:45,-0.012397435357264674,-0.011938108722024388,-0.012856551108407999,2.15077,2.1776,0.7211119750270765,0.00594018551994,-0.008510906655553265,0.0015449230353395571,100,0.001,0.9,0,0,0,0
103,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,06:00,-0.012198090534905615,-0.011738742800600055,-0.012657227365744594,2.1511,2.1775,0.6953179529787779,0.0108443029886,-0.00854340304716324,0.0015919171049764557,100,0.001,0.9,0,0,0,0
104,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,06:15,-0.01157177052020919,-0.011112380581957404,-0.012030949516246614,2.15225,2.1773,0.6758720072436776,0.0335695105807,-0.008581848623924632,0.0016331746693186763,100,0.001,0.9,0,0,0,0
105,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,06:30,-0.012213299886703055,-0.011754078717721828,-0.012672310268396547,2.15166,2.1781,0.6598775465616756,0.0146802734683,-0.008602040119997306,0.0016575970042071808,100,0.001,0.9,0,0,0,0
106,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,06:45,-0.011672376646873373,-0.011213050011633086,-0.012131492398016697,2.15233,2.1776,0.6395678583911691,0.0363105500007,-0.008630068058302803,0.0016946862240706912,100,0.001,0.9,0,0,0,0
107,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,07:00,-0.011801100808943588,-0.011341647550229372,-0.012260343067301838,2.15146,2.177,0.6291065288210982,0.0342621575809,-0.008669974674909355,0.001718941395517973,100,0.001,0.9,0,0,0,0
108,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,07:15,-0.012272473850762244,-0.011813126116456685,-0.012731610681601224,2.15094,2.1775,0.6230919391368213,0.0204149284467,-0.008719503342227155,0.0017371784151912486,100,0.001,0.9,0,0,0,0
109,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,07:30,-0.01203141534564256,-0.011572042289899942,-0.012490577474671305,2.15134,2.17738,0.6104945292401254,0.03248045099,-0.008766666089524111,0.0017690064152567147,100,0.001,0.9,0,0,0,0
110,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,07:45,-0.011267204530344022,-0.010807920087420042,-0.011726278127902723,2.1534,2.1778,0.5987501646890799,0.085465130201,-0.008806099454144258,0.0017974493547592368,100,0.001,0.9,0,0,0,0
111,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,08:00,-0.010961265517132834,-0.010501959979019593,-0.011420360190516288,2.15396,2.1777,0.5914270145135342,0.120689367693,-0.008837404311093717,0.0018128680399195013,100,0.001,0.9,0,0,0,0
112,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,08:15,-0.01140547538034331,-0.01094623312198506,-0.011864506832057309,2.1533,2.178,0.5862308644317336,0.0818980328626,-0.008866432108289581,0.0018234786756009353,100,0.001,0.9,0,0,0,0
113,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,08:30,-0.011821609880867112,-0.011362262146561553,-0.012280746711706092,2.15191,2.1775,0.579001560680417,0.0560815766821,-0.008900473130456584,0.001838875667130758,100,0.001,0.9,0,0,0,0
114,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,08:45,-0.01155644370985931,-0.011097108635225506,-0.012015567892648682,2.15254,2.17756,0.5701591041478242,0.0795787437246,-0.00893760789128116,0.0018600864741730029,100,0.001,0.9,0,0,0,0
115,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,09:00,-0.011886416197217642,-0.011426899600583074,-0.012345721735330883,2.15098,2.1767,0.5639150399529383,0.0602268669306,-0.008975844076131334,0.0018743156236178512,100,0.001,0.9,0,0,0,0
116,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,09:15,-0.011401019575303373,-0.010941397376652673,-0.011860430618436557,2.15153,2.1762,0.5543967101593223,0.103719729833,-0.009011408918973911,0.0018955572416524673,100,0.001,0.9,0,0,0,0
117,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,09:30,-0.011072611185376835,-0.010612925602215606,-0.011532085554791016,2.15194,2.1759,0.5464239710042532,0.143120382992,-0.009035179862567888,0.0019105611979945366,100,0.001,0.9,0,0,0,0
118,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,09:45,-0.01020244995784736,-0.009742834096686415,-0.010661854669312576,2.15414,2.17623,0.5398723878372788,0.273792177735,-0.009047852369796246,0.0019199012338643523,100,0.001,0.9,0,0,0,0
119,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,10:00,-0.01091764887497959,-0.010457641874761614,-0.01137744436604915,2.15077,2.17438,0.5338082188511611,0.166488844835,-0.009055869126527661,0.0019230609252629681,100,0.001,0.9,0,0,0,0
120,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,10:15,-0.01109424278124238,-0.010634240013114415,-0.011554034044112926,2.15041,2.1744,0.5319030467172348,0.147462320982,-0.009070959365783296,0.001931757938425014,100,0.001,0.9,0,0,0,0
121,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,10:30,-0.009876612084076086,-0.009416609315948121,-0.010336403346946632,2.15303,2.1744,0.5277195788468885,0.340539982288,-0.009079710684291458,0.0019389806489427091,100,0.001,0.9,0,0,0,0
122,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,10:45,-0.01123383964567426,-0.01077402301244279,-0.011693444944740783,2.15098,2.17528,0.5250403616229069,0.133715046508,-0.009082463635888103,0.0019399239041554322,100,0.001,0.9,0,0,0,0
123,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,11:00,-0.011934277068164967,-0.011473994814966026,-0.012394347559077867,2.1473,2.17308,0.5141170988897085,0.0729449165856,-0.009097451194419442,0.0019507761045881858,100,0.001,0.9,0,0,0,0
124,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,11:15,-0.011594815976186612,-0.011134332368173072,-0.012055087636641426,2.14709,2.17213,0.5125568712078498,0.104529605299,-0.009119675950847927,0.001970407265662321,100,0.001,0.9,0,0,0,0
125,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,11:30,-0.01192126124731907,-0.011459687271896057,-0.012382622270496801,2.14132,2.167,0.5111810831296724,0.081033347351,-0.009144684085450556,0.0019858873110456857,100,0.001,0.9,0,0,0,0
126,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,11:45,-0.011164068223881607,-0.010702340801075017,-0.011625582552862612,2.14223,2.16628,0.543923391645993,0.159636602814,-0.00916752612883488,0.0020046558601582343,100,0.001,0.9,0,0,0,0
127,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,12:00,-0.010167036402359941,-0.009704822389046575,-0.01062903687257788,2.14211,2.164,0.5735318389482915,0.313957629811,-0.009190796768335736,0.002014263908018289,100,0.001,0.9,0,0,0,0
128,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,12:15,-0.008812799044831121,-0.008350168054182983,-0.009275216107011874,2.14308,2.16205,0.605391857752938,0.577671941831,-0.009207681466713177,0.002015309868344898,100,0.001,0.9,0,0,0,0
129,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,12:30,-0.010015520699185543,-0.009552761256419462,-0.010478066094698368,2.13991,2.16145,0.6286979643064214,0.3449914972,-0.00921222494684191,0.0020138876122283997,100,0.001,0.9,0,0,0,0
130,GBPAUD15.csv,GBPSGD15.csv,2015.10.05,12:45,-0.009602364202288105,-0.009139701105296383,-0.0100648133411253,2.14124,2.1619,0.6618304692239056,0.426493892478,-0.009229266298198448,0.002013397851313275,100,0.001,0.9,0,0,0,0
